request_id,t_arrival,t_admit,t_first_token,t_finish,prompt_tokens,gen_tokens,ttft_s,queue_s,tpot_s,error
polca-16,1790359681.719451,1790359694.544156,1790359694.573029,1790359701.629675,13,256,12.853577,12.824704,0.027673,
polca-17,1790359681.780726,1790359694.544483,1790359694.573032,1790359701.629684,16,256,12.792306,12.763757,0.027673,
polca-18,1790359682.006454,1790359694.544786,1790359694.573035,1790359701.629692,27,256,12.566581,12.538332,0.027673,
polca-19,1790359683.723656,1790359694.545105,1790359694.573037,1790359701.629701,20,256,10.849381,10.821449,0.027673,
polca-20,1790359685.014431,1790359694.545425,1790359694.573039,1790359701.629707,36,256,9.558608,9.530994,0.027673,
polca-21,1790359687.911088,1790359694.545773,1790359694.573042,1790359701.629712,38,256,6.661954,6.634685,0.027673,
polca-22,1790359688.600697,1790359694.546134,1790359694.573044,1790359701.629718,15,256,5.972347,5.945437,0.027673,
polca-23,1790359689.347001,1790359701.631821,1790359701.659330,1790359708.380680,24,256,12.312329,12.284820,0.026358,
polca-24,1790359692.434012,1790359701.632232,1790359701.688027,1790359708.407006,15,256,9.254014,9.198219,0.026349,
polca-25,1790359695.309513,1790359701.632500,1790359701.688030,1790359708.407015,15,256,6.378517,6.322987,0.026349,
polca-26,1790359695.848837,1790359701.632741,1790359701.688032,1790359708.407023,17,256,5.839195,5.783904,0.026349,
polca-27,1790359696.199542,1790359708.411110,1790359708.437151,1790359714.984381,39,256,12.237609,12.211568,0.025675,
polca-28,1790359698.239017,1790359708.411545,1790359708.459876,1790359715.007143,51,256,10.220859,10.172528,0.025676,
polca-29,1790359699.135562,1790359715.010228,1790359715.039203,1790359726.810480,14,256,15.903641,15.874667,0.046162,
polca-30,1790359700.560442,1790359727.545090,1790359727.559362,1790359734.616290,37,256,26.998920,26.984648,0.027674,
polca-31,1790359702.308301,1790359727.545509,1790359727.574606,1790359734.643733,18,256,25.266305,25.237208,0.027722,
polca-32,1790359704.361952,1790359727.545782,1790359727.574609,1790359734.643743,27,256,23.212657,23.183830,0.027722,
polca-33,1790359709.242424,1790359727.546063,1790359727.574611,1790359733.903730,34,229,18.332188,18.303640,0.027759,
polca-34,1790359709.498043,1790359727.546376,1790359727.574614,1790359734.643751,39,256,18.076571,18.048333,0.027722,
polca-35,1790359711.941531,1790359727.546676,1790359727.574617,1790359734.643757,18,256,15.633086,15.605145,0.027722,
polca-36,1790359713.815173,1790359727.546910,1790359727.574619,1790359734.643763,28,256,13.759446,13.731737,0.027722,
polca-37,1790359716.978469,1790359727.547161,1790359727.574621,1790359734.643771,21,256,10.596152,10.568692,0.027722,
polca-38,1790359717.976989,1790359734.644923,1790359734.671295,1790359741.302213,37,256,16.694306,16.667934,0.026004,
polca-39,1790359718.758118,1790359734.645656,1790359734.700649,1790359741.328535,32,256,15.942531,15.887538,0.025992,
polca-40,1790359720.119996,1790359734.645969,1790359734.700651,1790359741.328544,15,256,14.580655,14.525973,0.025992,
polca-41,1790359720.560892,1790359741.328573,1790359741.353734,1790359753.125884,22,256,20.792842,20.767681,0.046165,
polca-42,1790359721.804004,1790359754.546386,1790359754.561471,1790359755.076578,20,20,32.757467,32.742382,0.027111,
polca-43,1790359721.980758,1790359754.547104,1790359754.575196,1790359757.656142,30,112,32.594438,32.566346,0.027756,
polca-44,1790359724.725630,1790359754.547446,1790359754.575200,1790359761.606507,66,256,29.849570,29.821816,0.027574,
polca-45,1790359728.524214,1790359754.547834,1790359754.575202,1790359761.606517,17,256,26.050989,26.023621,0.027574,
polca-46,1790359729.443696,1790359754.548075,1790359754.575205,1790359761.606524,24,256,25.131510,25.104380,0.027574,
polca-47,1790359734.714920,1790359754.548338,1790359754.575208,1790359761.606530,20,256,19.860288,19.833418,0.027574,
polca-48,1790359734.894524,1790359754.548587,1790359754.575210,1790359761.606536,21,256,19.680686,19.654063,0.027574,
polca-49,1790359735.360480,1790359754.548829,1790359754.575213,1790359761.606541,38,256,19.214733,19.188349,0.027574,
polca-50,1790359735.855897,1790359755.080680,1790359755.130644,1790359762.148115,34,256,19.274747,19.224783,0.027519,
polca-51,1790359737.128430,1790359761.609627,1790359761.675641,1790359768.247641,35,256,24.547210,24.481197,0.025773,
polca-52,1790359738.688049,1790359761.610041,1790359761.675644,1790359768.247651,31,256,22.987595,22.921992,0.025773,
polca-53,1790359739.581116,1790359762.149205,1790359762.198330,1790359764.482496,26,89,22.617214,22.568089,0.025956,
polca-54,1790359739.789045,1790359768.252735,1790359768.276881,1790359780.075725,24,256,28.487836,28.463690,0.046270,
polca-55,1790359743.119395,1790359781.546159,1790359781.561075,1790359786.265021,17,170,38.441680,38.426764,0.027834,
polca-56,1790359743.948065,1790359781.547028,1790359781.598791,1790359788.652270,25,256,37.650726,37.598963,0.027661,
polca-57,1790359744.137855,1790359781.547339,1790359781.598795,1790359788.652281,16,256,37.460940,37.409484,0.027661,
polca-58,1790359745.423029,1790359781.547584,1790359781.598797,1790359788.652288,13,256,36.175768,36.124554,0.027661,
polca-59,1790359745.917568,1790359781.547804,1790359781.598799,1790359788.652294,21,256,35.681231,35.630236,0.027661,
polca-60,1790359746.610714,1790359781.548035,1790359781.598801,1790359788.652299,15,256,34.988087,34.937320,0.027661,
polca-61,1790359747.029836,1790359781.548334,1790359781.598804,1790359788.652305,20,256,34.568968,34.518498,0.027661,
polca-62,1790359747.889032,1790359781.548588,1790359781.598806,1790359788.652310,25,256,33.709774,33.659556,0.027661,
polca-63,1790359749.551340,1790359788.654462,1790359788.679049,1790359795.293464,22,256,39.127709,39.103122,0.025939,
polca-64,1790359749.712732,1790359788.655504,1790359788.707688,1790359794.420537,27,221,38.994957,38.942772,0.025967,
polca-65,1790359751.683364,1790359788.655794,1790359788.707691,1790359795.317417,17,256,37.024327,36.972430,0.025920,
polca-66,1790359756.483865,1790359795.321572,1790359795.353363,1790359807.162075,30,256,38.869498,38.837708,0.046309,
polca-67,1790359757.924749,1790359808.547330,1790359808.562328,1790359815.603722,13,256,50.637579,50.622581,0.027613,
polca-68,1790359764.088094,1790359808.548453,1790359808.577563,1790359815.631078,13,256,44.489469,44.460359,0.027661,
polca-69,1790359764.730905,1790359808.548760,1790359808.577566,1790359815.631088,48,256,43.846661,43.817854,0.027661,
polca-70,1790359765.740582,1790359808.549090,1790359808.577569,1790359813.063420,15,162,42.836987,42.808509,0.027862,
polca-71,1790359766.979928,1790359808.549328,1790359808.577571,1790359815.631094,30,256,41.597643,41.569400,0.027661,
polca-72,1790359767.980968,1790359808.549596,1790359808.577573,1790359815.631100,21,256,40.596605,40.568628,0.027661,
polca-73,1790359768.102287,1790359808.549836,1790359808.577575,1790359815.631105,64,256,40.475288,40.447549,0.027661,
polca-74,1790359775.523055,1790359808.550185,1790359808.577578,1790359814.602232,16,218,33.054523,33.027130,0.027763,
polca-75,1790359778.307710,1790359815.632196,1790359815.657048,1790359822.292682,28,256,37.349338,37.324486,0.026022,
polca-76,1790359779.177138,1790359815.632587,1790359815.688011,1790359822.318437,20,256,36.510873,36.455448,0.026002,
polca-77,1790359782.102026,1790359815.632855,1790359815.688014,1790359822.318446,16,256,33.585988,33.530829,0.026002,
polca-78,1790359783.793769,1790359822.323598,1790359822.344517,1790359834.173727,33,256,38.550748,38.529829,0.046389,
polca-79,1790359783.813866,1790359835.547764,1790359835.562337,1790359842.582316,34,256,51.748471,51.733898,0.027529,
polca-80,1790359786.097280,1790359835.548514,1790359835.585007,1790359840.329332,55,172,49.487727,49.451234,0.027745,
polca-81,1790359788.454345,1790359835.548900,1790359835.585010,1790359838.082158,33,90,47.130665,47.094554,0.028058,
polca-82,1790359789.295607,1790359835.549214,1790359835.585013,1790359842.609081,17,256,46.289405,46.253607,0.027545,
polca-83,1790359789.318070,1790359835.549469,1790359835.585015,1790359842.609091,23,256,46.266945,46.231399,0.027545,
polca-84,1790359793.872185,1790359835.549721,1790359835.585018,1790359842.609099,15,256,41.712832,41.677535,0.027545,
polca-85,1790359797.351532,1790359835.549947,1790359835.585020,1790359842.609105,30,256,38.233488,38.198415,0.027545,
polca-86,1790359803.691922,1790359835.550212,1790359835.585023,1790359842.609116,23,256,31.893100,31.858289,0.027545,
polca-87,1790359808.099511,1790359842.614199,1790359842.637771,1790359849.253487,20,256,34.538261,34.514688,0.025944,
polca-88,1790359813.407893,1790359842.614606,1790359842.669734,1790359849.279525,26,256,29.261841,29.206714,0.025921,
polca-89,1790359817.056309,1790359842.614894,1790359842.669737,1790359849.279535,29,256,25.613427,25.558585,0.025921,
polca-90,1790359817.632361,1790359849.281636,1790359849.304560,1790359861.113587,23,256,31.672199,31.649274,0.046310,
polca-91,1790359821.536119,1790359862.544566,1790359862.559509,1790359866.426954,24,140,41.023390,41.008447,0.027823,
polca-92,1790359822.395989,1790359862.545700,1790359862.600195,1790359869.606666,18,256,40.204206,40.149711,0.027476,
polca-93,1790359823.412207,1790359862.545976,1790359862.600198,1790359869.606676,17,256,39.187991,39.133770,0.027476,
polca-94,1790359825.807981,1790359862.546271,1790359862.600201,1790359869.606684,34,256,36.792220,36.738291,0.027476,
polca-95,1790359827.204703,1790359862.546703,1790359862.600203,1790359866.399497,18,138,35.395500,35.342000,0.027732,
polca-96,1790359828.646233,1790359862.546966,1790359862.600206,1790359869.606689,30,256,33.953972,33.900733,0.027476,
polca-97,1790359828.818529,1790359862.547287,1790359862.600208,1790359869.606695,15,256,33.781679,33.728757,0.027476,
polca-98,1790359830.004370,1790359862.547518,1790359862.600210,1790359869.606701,11,256,32.595840,32.543148,0.027476,
polca-99,1790359836.295375,1790359869.609854,1790359869.634319,1790359876.251483,28,256,33.338944,33.314478,0.025950,
polca-100,1790359836.444810,1790359869.610887,1790359869.667085,1790359876.277385,11,256,33.222275,33.166076,0.025923,
polca-101,1790359839.032417,1790359869.611218,1790359869.667088,1790359876.277395,18,256,30.634671,30.578802,0.025923,
polca-102,1790359839.058493,1790359876.282538,1790359876.306033,1790359888.070487,18,256,37.247540,37.224045,0.046135,
polca-103,1790359841.908452,1790359889.546563,1790359889.561354,1790359896.590011,15,256,47.652902,47.638111,0.027563,
polca-104,1790359842.931609,1790359889.547207,1790359889.574494,1790359896.617402,17,256,46.642885,46.615599,0.027619,
polca-105,1790359844.683898,1790359889.547495,1790359889.574497,1790359896.617412,32,256,44.890599,44.863597,0.027619,
polca-106,1790359844.942290,1790359889.547768,1790359889.574499,1790359892.308578,19,99,44.632210,44.605478,0.027899,
polca-107,1790359846.605059,1790359889.547992,1790359889.574502,1790359896.617418,28,256,42.969443,42.942933,0.027619,
polca-108,1790359846.934791,1790359889.548238,1790359889.574505,1790359896.617424,12,256,42.639714,42.613447,0.027619,
polca-109,1790359847.952495,1790359889.548432,1790359889.574507,1790359896.617430,17,256,41.622012,41.595937,0.027619,
polca-110,1790359849.434217,1790359889.548641,1790359889.574509,1790359896.617435,17,256,40.140292,40.114424,0.027619,
polca-111,1790359850.193000,1790359896.619584,1790359896.644557,1790359903.278653,24,256,46.451557,46.426584,0.026016,
polca-112,1790359850.502013,1790359896.620319,1790359896.673743,1790359903.304992,17,256,46.171729,46.118306,0.026005,
polca-113,1790359851.570665,1790359896.620578,1790359896.673746,1790359903.305001,30,256,45.103081,45.049913,0.026005,
polca-114,1790359852.078946,1790359903.308104,1790359903.333845,1790359915.148839,32,256,51.254899,51.229158,0.046333,
polca-115,1790359852.236039,1790359916.543705,1790359916.559203,1790359923.649256,27,256,64.323164,64.307665,0.027804,
polca-116,1790359856.414689,1790359916.544435,1790359916.590949,1790359923.675820,17,256,60.176260,60.129745,0.027784,
polca-117,1790359859.041855,1790359916.544758,1790359916.590954,1790359923.675828,22,256,57.549099,57.502903,0.027784,
polca-118,1790359860.352926,1790359916.545176,1790359916.590958,1790359923.675834,15,256,56.238033,56.192250,0.027784,
polca-119,1790359863.787500,1790359916.545572,1790359916.590963,1790359923.675840,18,256,52.803463,52.758073,0.027784,
polca-120,1790359864.604912,1790359916.545971,1790359916.590967,1790359923.675848,33,256,51.986055,51.941059,0.027784,
polca-121,1790359865.081943,1790359916.546411,1790359916.590972,1790359923.675854,14,256,51.509028,51.464468,0.027784,
polca-122,1790359865.801642,1790359916.546761,1790359916.590976,1790359923.675859,23,256,50.789334,50.745118,0.027784,
polca-123,1790359870.513831,1790359923.677945,1790359923.701661,1790359930.436101,22,256,53.187830,53.164114,0.026410,
polca-124,1790359871.244527,1790359923.678303,1790359923.731074,1790359930.462446,17,256,52.486547,52.433776,0.026398,
polca-125,1790359874.249348,1790359923.678561,1790359923.731078,1790359930.462455,16,256,49.481729,49.429213,0.026398,
polca-126,1790359876.110944,1790359923.678805,1790359923.731081,1790359930.462462,17,256,47.620137,47.567862,0.026398,
polca-127,1790359876.637426,1790359930.464629,1790359930.490193,1790359937.058973,29,256,53.852767,53.827204,0.025760,
polca-128,1790359877.567207,1790359930.465723,1790359930.520012,1790359937.081629,29,256,52.952805,52.898515,0.025732,
polca-129,1790359878.113180,1790359937.085776,1790359937.124310,1790359947.489958,19,256,59.011130,58.972596,0.040650,
polca-130,1790359878.596539,1790359941.545831,1790359941.685437,1790359951.291922,34,256,63.088899,62.949293,0.037672,
polca-131,1790359880.719993,1790359941.546299,1790359941.685440,1790359951.291932,17,256,60.965447,60.826306,0.037673,
polca-132,1790359883.489258,1790359941.546568,1790359941.685442,1790359946.185721,25,123,58.196185,58.057310,0.036888,
polca-133,1790359883.507626,1790359941.546865,1790359941.685445,1790359951.291940,14,256,58.177819,58.039239,0.037673,
polca-134,1790359887.223857,1790359941.547094,1790359941.685447,1790359944.273684,17,70,54.461590,54.323237,0.037511,
polca-135,1790359888.774207,1790359941.547324,1790359941.685449,1790359951.291948,32,256,52.911242,52.773117,0.037673,
polca-136,1790359892.463652,1790359941.547580,1790359941.685451,1790359951.291955,31,256,49.221799,49.083929,0.037673,
polca-137,1790359892.533465,1790359941.547815,1790359941.685453,1790359951.291962,33,256,49.151988,49.014351,0.037673,
polca-138,1790359894.832320,1790359941.548075,1790359941.685455,1790359951.291968,72,256,46.853135,46.715755,0.037673,
polca-139,1790359894.984009,1790359941.548442,1790359941.685457,1790359949.953102,16,222,46.701448,46.564433,0.037410,
polca-140,1790359896.527608,1790359941.548654,1790359941.685459,1790359951.291974,26,256,45.157851,45.021045,0.037673,
polca-141,1790359900.497581,1790359941.548871,1790359941.685462,1790359951.291981,30,256,41.187881,41.051290,0.037673,
polca-142,1790359902.172488,1790359941.549094,1790359941.685464,1790359951.291987,22,256,39.512976,39.376606,0.037673,
polca-143,1790359908.190445,1790359941.549315,1790359941.685465,1790359951.291993,33,256,33.495020,33.358870,0.037673,
polca-144,1790359908.646377,1790359941.549553,1790359941.685468,1790359946.046756,17,119,33.039091,32.903177,0.036960,
polca-145,1790359915.218374,1790359941.549752,1790359941.685469,1790359951.291999,15,256,26.467095,26.331377,0.037673,
polca-146,1790359915.489416,1790359941.549938,1790359941.685472,1790359951.292005,17,256,26.196055,26.060522,0.037673,
polca-147,1790359919.222856,1790359941.550140,1790359941.685474,1790359947.136821,21,150,22.462618,22.327284,0.036586,
polca-148,1790359919.621314,1790359941.550345,1790359941.685476,1790359951.292012,14,256,22.064162,21.929031,0.037673,
polca-149,1790359919.967600,1790359941.550528,1790359941.685478,1790359951.292020,19,256,21.717878,21.582928,0.037673,
polca-150,1790359920.285163,1790359941.550740,1790359941.685480,1790359951.292026,18,256,21.400317,21.265577,0.037673,
polca-151,1790359921.703652,1790359941.550946,1790359941.685482,1790359951.292032,24,256,19.981830,19.847294,0.037673,
polca-152,1790359922.304585,1790359941.551166,1790359941.685484,1790359951.292038,14,256,19.380899,19.246581,0.037673,
polca-153,1790359922.563331,1790359941.551355,1790359941.685486,1790359951.292043,37,256,19.122155,18.988024,0.037673,
polca-154,1790359922.710705,1790359941.551585,1790359941.685488,1790359951.292050,18,256,18.974783,18.840880,0.037673,
polca-155,1790359922.759502,1790359941.551780,1790359941.685490,1790359951.292056,17,256,18.925988,18.792278,0.037673,
polca-156,1790359924.033353,1790359941.551974,1790359941.685492,1790359951.292061,31,256,17.652139,17.518621,0.037673,
polca-157,1790359925.342663,1790359941.552211,1790359941.685493,1790359951.292067,15,256,16.342831,16.209549,0.037673,
polca-158,1790359926.945545,1790359941.552407,1790359941.685496,1790359951.292073,24,256,14.739951,14.606862,0.037673,
polca-159,1790359930.203938,1790359941.552629,1790359941.685498,1790359951.292079,19,256,11.481560,11.348691,0.037673,
polca-160,1790359933.144826,1790359941.552833,1790359941.685499,1790359951.292084,43,256,8.540673,8.408006,0.037673,
polca-161,1790359934.645462,1790359941.553087,1790359941.685501,1790359951.292090,23,256,7.040039,6.907625,0.037673,
polca-162,1790359935.287980,1790359941.553325,1790359941.685503,1790359951.292095,19,256,6.397524,6.265346,0.037673,
polca-163,1790359936.451271,1790359941.553536,1790359941.685505,1790359950.230304,34,229,5.234235,5.102266,0.037477,
polca-164,1790359940.526190,1790359941.553855,1790359941.685507,1790359951.292101,16,256,1.159317,1.027665,0.037673,
