request_id,t_arrival,t_admit,t_first_token,t_finish,prompt_tokens,gen_tokens,ttft_s,queue_s,tpot_s,error
pi-49,1790359077.321817,1790359176.508962,1790359176.899894,1790359186.629015,38,256,99.578077,99.187146,0.038153,
pi-50,1790359077.816892,1790359176.509365,1790359176.899896,1790359186.629021,34,256,99.083004,98.692473,0.038153,
pi-51,1790359079.089742,1790359176.509708,1790359176.899901,1790359186.629029,35,256,97.810158,97.419966,0.038153,
pi-52,1790359080.649558,1790359176.510064,1790359176.899903,1790359186.629035,31,256,96.250345,95.860506,0.038153,
pi-53,1790359081.542832,1790359176.510447,1790359176.899905,1790359180.231440,26,89,95.357074,94.967616,0.037858,
pi-54,1790359081.750142,1790359176.510832,1790359176.899908,1790359186.629043,24,256,95.149766,94.760690,0.038153,
pi-55,1790359085.080450,1790359176.511151,1790359176.899910,1790359183.330005,17,170,91.819461,91.430701,0.038048,
pi-56,1790359085.909017,1790359176.511452,1790359176.899913,1790359186.629050,25,256,90.990896,90.602435,0.038153,
pi-57,1790359086.098150,1790359176.511767,1790359176.899915,1790359186.629058,16,256,90.801765,90.413618,0.038154,
pi-58,1790359087.383935,1790359176.512040,1790359176.899917,1790359186.629066,13,256,89.515982,89.128105,0.038154,
pi-59,1790359087.878460,1790359176.512292,1790359176.899920,1790359186.629073,21,256,89.021460,88.633832,0.038154,
pi-60,1790359088.570859,1790359176.512569,1790359176.899922,1790359186.629084,15,256,88.329063,87.941710,0.038154,
pi-61,1790359088.991119,1790359176.512849,1790359176.899924,1790359186.629090,20,256,87.908805,87.521730,0.038154,
pi-62,1790359089.850105,1790359176.513176,1790359176.899926,1790359186.629097,25,256,87.049821,86.663071,0.038154,
pi-63,1790359091.512695,1790359176.513494,1790359176.899928,1790359186.629105,22,256,85.387233,85.000799,0.038154,
pi-64,1790359091.673520,1790359176.513773,1790359176.899930,1790359186.629117,27,256,85.226411,84.840253,0.038154,
pi-65,1790359093.645177,1790359176.514094,1790359176.899932,1790359186.629123,17,256,83.254756,82.868917,0.038154,
pi-66,1790359098.445373,1790359176.514382,1790359176.899935,1790359186.629129,30,256,78.454562,78.069009,0.038154,
pi-67,1790359099.885929,1790359176.514689,1790359176.899937,1790359186.629137,13,256,77.014008,76.628760,0.038154,
pi-68,1790359106.048817,1790359176.514935,1790359176.899939,1790359186.629143,13,256,70.851122,70.466118,0.038154,
pi-69,1790359106.691814,1790359176.515176,1790359176.899941,1790359186.629149,48,256,70.208127,69.823362,0.038154,
pi-70,1790359107.701180,1790359176.515589,1790359176.899943,1790359183.014230,15,162,69.198763,68.814408,0.037977,
pi-71,1790359108.941082,1790359176.515840,1790359176.899946,1790359186.629156,30,256,67.958864,67.574758,0.038154,
pi-72,1790359109.942661,1790359176.516161,1790359176.899948,1790359186.629163,21,256,66.957287,66.573500,0.038154,
pi-73,1790359110.062980,1790359176.516439,1790359176.899950,1790359186.629170,64,256,66.836970,66.453459,0.038154,
pi-74,1790359117.484088,1790359176.516885,1790359176.899953,1790359185.171462,16,218,59.415865,59.032797,0.038118,
pi-75,1790359120.268441,1790359176.517169,1790359176.899955,1790359186.629177,28,256,56.631514,56.248729,0.038154,
pi-76,1790359121.138566,1790359176.517444,1790359176.899957,1790359186.629184,20,256,55.761390,55.378877,0.038154,
pi-77,1790359124.063713,1790359176.517702,1790359176.899959,1790359186.629190,16,256,52.836246,52.453989,0.038154,
pi-78,1790359125.755026,1790359176.517951,1790359176.899961,1790359186.629197,33,256,51.144935,50.762925,0.038154,
pi-79,1790359125.775305,1790359176.518283,1790359176.899963,1790359186.629203,34,256,51.124658,50.742978,0.038154,
pi-80,1790359128.058432,1790359176.518768,1790359176.899966,1790359183.405927,55,172,48.841533,48.460336,0.038047,
pi-81,1790359130.414650,1790359176.519245,1790359176.899967,1790359180.267989,33,90,46.485317,46.104595,0.037843,
pi-82,1790359131.256497,1790359176.519587,1790359176.899969,1790359186.629210,17,256,45.643472,45.263090,0.038154,
pi-83,1790359131.279062,1790359176.519932,1790359176.899971,1790359186.629217,23,256,45.620909,45.240870,0.038154,
pi-84,1790359135.833029,1790359176.520242,1790359176.899973,1790359186.629225,15,256,41.066944,40.687212,0.038154,
pi-85,1790359139.311760,1790359176.520506,1790359176.899976,1790359186.629231,30,256,37.588215,37.208746,0.038154,
pi-86,1790359145.653377,1790359176.520805,1790359176.899977,1790359186.629238,23,256,31.246601,30.867429,0.038154,
pi-87,1790359150.060475,1790359176.521097,1790359176.899980,1790359186.629244,20,256,26.839504,26.460622,0.038154,
pi-88,1790359155.369296,1790359176.521406,1790359176.899981,1790359186.629252,26,256,21.530686,21.152111,0.038154,
pi-89,1790359159.016372,1790359176.521704,1790359176.899984,1790359186.629261,29,256,17.883611,17.505332,0.038154,
pi-90,1790359159.593441,1790359176.521969,1790359176.899986,1790359186.629267,23,256,17.306545,16.928528,0.038154,
pi-91,1790359163.497049,1790359176.522256,1790359176.899988,1790359182.153920,24,140,13.402939,13.025208,0.037798,
pi-92,1790359164.357002,1790359176.522538,1790359176.899990,1790359186.629274,18,256,12.542988,12.165536,0.038154,
pi-93,1790359165.372763,1790359176.522784,1790359176.899992,1790359186.629281,17,256,11.527229,11.150021,0.038154,
pi-94,1790359167.769333,1790359176.523033,1790359176.899994,1790359186.629287,34,256,9.130661,8.753700,0.038154,
pi-95,1790359169.165871,1790359176.523357,1790359176.899996,1790359186.629294,18,256,7.734125,7.357486,0.038154,
pi-96,1790359170.606702,1790359176.523618,1790359176.899998,1790359186.629301,30,256,6.293296,5.916916,0.038154,
pi-97,1790359170.780046,1790359176.523885,1790359176.900001,1790359186.629307,15,256,6.119955,5.743839,0.038154,
pi-98,1790359171.964896,1790359176.524140,1790359176.900003,1790359186.629313,11,256,4.935107,4.559244,0.038154,
pi-99,1790359178.256045,1790359193.505938,1790359193.522075,1790359201.662013,28,256,15.266030,15.249893,0.031921,
pi-100,1790359178.405708,1790359193.507568,1790359193.583740,1790359201.694585,11,256,15.178032,15.101860,0.031807,
pi-101,1790359180.993563,1790359193.507889,1790359193.583743,1790359201.694594,18,256,12.590180,12.514326,0.031807,
pi-102,1790359181.019975,1790359193.508214,1790359193.583746,1790359201.694603,18,256,12.563771,12.488240,0.031807,
pi-103,1790359183.869185,1790359193.508499,1790359193.583748,1790359201.694610,15,256,9.714563,9.639314,0.031807,
pi-104,1790359184.892177,1790359193.508768,1790359193.583750,1790359201.694617,17,256,8.691573,8.616591,0.031807,
pi-105,1790359186.644748,1790359193.509070,1790359193.583753,1790359201.694625,32,256,6.939005,6.864322,0.031807,
pi-106,1790359186.902463,1790359193.509406,1790359193.583755,1790359196.750624,19,99,6.681293,6.606943,0.032315,
pi-107,1790359188.566044,1790359193.509682,1790359193.583758,1790359201.694633,28,256,5.017713,4.943638,0.031807,
pi-108,1790359188.896055,1790359193.509953,1790359193.583760,1790359201.694640,12,256,4.687704,4.613897,0.031807,
pi-109,1790359189.913392,1790359193.510192,1790359193.583762,1790359201.694649,17,256,3.670370,3.596800,0.031807,
pi-110,1790359191.394869,1790359193.510450,1790359193.583765,1790359201.694656,17,256,2.188895,2.115581,0.031807,
pi-111,1790359192.153976,1790359193.510721,1790359193.583767,1790359201.694663,24,256,1.429791,1.356745,0.031807,
pi-112,1790359192.462559,1790359193.510993,1790359193.583769,1790359201.694669,17,256,1.121210,1.048434,0.031807,
pi-113,1790359193.531228,1790359193.532316,1790359193.619070,1790359201.722517,30,256,0.087842,0.001088,0.031778,
pi-114,1790359194.039803,1790359194.040894,1790359194.094554,1790359202.138889,32,256,0.054751,0.001091,0.031546,
pi-115,1790359194.196591,1790359194.196612,1790359194.250856,1790359202.267509,27,256,0.054265,0.000021,0.031438,
pi-116,1790359198.375904,1790359198.379989,1790359198.423178,1790359205.695475,17,256,0.047274,0.004086,0.028519,
pi-117,1790359201.003252,1790359201.007335,1790359201.057216,1790359207.847360,22,256,0.053963,0.004083,0.026628,
pi-118,1790359202.313218,1790359202.318818,1790359202.370625,1790359209.028672,15,256,0.057407,0.005600,0.026110,
pi-119,1790359205.748407,1790359205.750496,1790359205.801290,1790359212.507439,18,256,0.052883,0.002089,0.026299,
pi-120,1790359206.565445,1790359206.566526,1790359206.605021,1790359213.331355,33,256,0.039576,0.001081,0.026378,
pi-121,1790359207.042409,1790359207.042429,1790359207.090116,1790359213.801346,14,256,0.047707,0.000021,0.026319,
pi-122,1790359207.761948,1790359207.764033,1790359207.814900,1790359214.495734,23,256,0.052952,0.002084,0.026199,
pi-123,1790359212.474982,1790359212.475010,1790359212.507457,1790359219.156852,22,256,0.032475,0.000028,0.026076,
pi-124,1790359213.205482,1790359213.209564,1790359213.245258,1790359219.902377,17,256,0.039776,0.004082,0.026106,
pi-125,1790359216.209997,1790359216.212491,1790359216.264839,1790359223.057225,16,256,0.054842,0.002494,0.026637,
pi-126,1790359218.071452,1790359218.071473,1790359218.109207,1790359224.967680,17,256,0.037755,0.000021,0.026896,
pi-127,1790359218.597611,1790359218.601692,1790359218.646400,1790359225.504228,29,256,0.048790,0.004082,0.026893,
pi-128,1790359219.527805,1790359219.528893,1790359219.579766,1790359226.456546,29,256,0.051960,0.001087,0.026968,
pi-129,1790359220.074393,1790359220.075478,1790359220.116458,1790359226.987317,19,256,0.042065,0.001086,0.026945,
pi-130,1790359220.557348,1790359220.557372,1790359220.598091,1790359227.461966,34,256,0.040743,0.000023,0.026917,
pi-131,1790359222.681356,1790359222.682442,1790359222.725603,1790359229.500926,17,256,0.044247,0.001086,0.026570,
pi-132,1790359225.450111,1790359225.453196,1790359225.504250,1790359228.725328,25,123,0.054139,0.003085,0.026402,
pi-133,1790359225.467844,1790359225.468927,1790359225.504253,1790359232.140588,14,256,0.036408,0.001082,0.026025,
pi-134,1790359229.185337,1790359229.189422,1790359229.238703,1790359231.018096,17,70,0.053367,0.004085,0.025788,
pi-135,1790359230.734680,1790359230.734705,1790359230.776983,1790359238.476362,32,256,0.042303,0.000024,0.030194,
pi-136,1790359234.423973,1790359234.427059,1790359234.500616,1790359241.252448,31,256,0.076643,0.003086,0.026478,
pi-137,1790359234.493677,1790359234.493697,1790359234.535569,1790359241.278833,33,256,0.041892,0.000020,0.026444,
pi-138,1790359236.794003,1790359236.795140,1790359236.850515,1790359243.602857,72,256,0.056512,0.001137,0.026480,
pi-139,1790359236.944933,1790359236.947035,1790359236.986975,1790359242.850545,16,222,0.042042,0.002102,0.026532,
pi-140,1790359238.488796,1790359238.492911,1790359238.532489,1790359245.233008,26,256,0.043692,0.004115,0.026277,
pi-141,1790359242.457693,1790359242.457714,1790359242.504771,1790359249.069593,30,256,0.047078,0.000022,0.025744,
pi-142,1790359244.134043,1790359244.137128,1790359244.167670,1790359251.239058,22,256,0.033627,0.003084,0.027731,
pi-143,1790359250.151856,1790359250.152944,1790359250.242135,1790359258.377971,33,256,0.090279,0.001088,0.031905,
pi-144,1790359250.607525,1790359250.612609,1790359250.660387,1790359253.708189,17,119,0.052862,0.005084,0.025829,
pi-145,1790359257.179791,1790359257.180880,1790359257.222799,1790359263.797210,15,256,0.043008,0.001089,0.025782,
pi-146,1790359257.450338,1790359257.454419,1790359257.490335,1790359264.244850,17,256,0.039998,0.004081,0.026488,
pi-147,1790359261.183491,1790359265.508448,1790359265.522140,1790359269.350101,21,150,4.338649,4.324957,0.025691,
pi-148,1790359261.582534,1790359265.509128,1790359265.542250,1790359272.089592,14,256,3.959716,3.926593,0.025676,
pi-149,1790359261.928582,1790359269.351196,1790359269.414922,1790359278.933196,19,256,7.486340,7.422614,0.037327,
pi-150,1790359262.246949,1790359278.937458,1790359278.959477,1790359288.280943,18,256,16.712528,16.690508,0.036555,
pi-151,1790359263.664578,1790359283.506666,1790359283.671412,1790359291.211280,24,256,20.006834,19.842088,0.029568,
pi-152,1790359264.265247,1790359283.507159,1790359283.671416,1790359291.211311,14,256,19.406168,19.241912,0.029568,
pi-153,1790359264.524385,1790359283.507458,1790359283.671418,1790359291.211322,37,256,19.147033,18.983073,0.029568,
pi-154,1790359264.671139,1790359283.507791,1790359283.671420,1790359291.211330,18,256,19.000280,18.836651,0.029568,
pi-155,1790359264.720237,1790359283.508090,1790359283.671422,1790359291.211339,17,256,18.951185,18.787853,0.029568,
pi-156,1790359265.994118,1790359283.508437,1790359283.671424,1790359291.211346,31,256,17.677306,17.514319,0.029568,
pi-157,1790359267.304100,1790359283.508819,1790359283.671426,1790359291.211354,15,256,16.367326,16.204719,0.029568,
pi-158,1790359268.906442,1790359283.509082,1790359283.671428,1790359291.211362,24,256,14.764986,14.602639,0.029568,
pi-159,1790359272.165231,1790359283.509390,1790359283.671430,1790359291.211368,19,256,11.506200,11.344159,0.029568,
pi-160,1790359275.105806,1790359283.509660,1790359283.671432,1790359291.211374,43,256,8.565626,8.403854,0.029568,
pi-161,1790359276.607178,1790359283.509972,1790359283.671434,1790359291.211380,23,256,7.064255,6.902793,0.029568,
pi-162,1790359277.249061,1790359283.510263,1790359283.671436,1790359291.211385,19,256,6.422375,6.261202,0.029568,
pi-163,1790359278.411513,1790359283.510513,1790359283.671438,1790359291.211392,34,256,5.259925,5.099001,0.029568,
pi-164,1790359282.487655,1790359283.510794,1790359283.671440,1790359291.211398,16,256,1.183785,1.023139,0.029568,
