request_id,t_arrival,t_admit,t_first_token,t_finish,prompt_tokens,gen_tokens,ttft_s,queue_s,tpot_s,error
static64-134,1790362447.367782,1790362447.373427,1790362447.431278,1790362455.315011,15,256,0.063497,0.005646,0.030917,
static64-135,1790362447.676115,1790362447.680196,1790362447.729705,1790362455.604636,25,256,0.053590,0.004081,0.030882,
static64-136,1790362447.910813,1790362447.912896,1790362447.973235,1790362448.490533,16,18,0.062422,0.002083,0.030429,
static64-137,1790362448.181327,1790362448.181348,1790362448.220560,1790362456.080280,16,256,0.039233,0.000021,0.030822,
static64-138,1790362448.485723,1790362448.485745,1790362448.524355,1790362456.371837,18,256,0.038632,0.000021,0.030774,
static64-139,1790362449.178849,1790362449.181930,1790362449.220657,1790362457.074574,15,256,0.041808,0.003081,0.030800,
static64-140,1790362449.452208,1790362449.454289,1790362449.494116,1790362457.313655,29,256,0.041908,0.002081,0.030665,
static64-141,1790362450.285393,1790362450.289479,1790362450.341071,1790362458.052391,25,256,0.055677,0.004086,0.030240,
static64-142,1790362451.414465,1790362451.417546,1790362451.475395,1790362451.994773,25,18,0.060930,0.003081,0.030552,
static64-143,1790362451.557354,1790362451.557375,1790362451.602445,1790362459.260076,32,256,0.045091,0.000021,0.030030,
static64-144,1790362452.385049,1790362452.386128,1790362452.449363,1790362460.093233,14,256,0.064313,0.001079,0.029976,
static64-145,1790362452.911700,1790362452.912785,1790362452.964917,1790362460.597667,59,256,0.053217,0.001085,0.029932,
static64-146,1790362453.475879,1790362453.480972,1790362453.541932,1790362461.154974,25,256,0.066053,0.005093,0.029855,
static64-147,1790362453.549119,1790362453.553201,1790362453.609987,1790362461.213775,31,256,0.060868,0.004082,0.029819,
static64-148,1790362454.496289,1790362454.498371,1790362454.551334,1790362462.084679,20,256,0.055045,0.002082,0.029543,
static64-149,1790362455.582665,1790362455.586748,1790362455.637749,1790362463.199666,23,256,0.055084,0.004083,0.029655,
static64-150,1790362455.737608,1790362455.741695,1790362455.788097,1790362463.349020,14,256,0.050488,0.004086,0.029651,
static64-151,1790362456.190484,1790362456.191565,1790362456.227297,1790362463.788051,18,256,0.036813,0.001081,0.029650,
static64-152,1790362456.405367,1790362456.409451,1790362456.463556,1790362464.029484,22,256,0.058189,0.004085,0.029670,
static64-153,1790362456.523738,1790362456.528820,1790362456.585481,1790362464.146250,27,256,0.061742,0.005082,0.029650,
static64-154,1790362456.567747,1790362456.569830,1790362456.620574,1790362464.175381,25,256,0.052827,0.002083,0.029627,
static64-155,1790362456.986678,1790362456.991760,1790362457.045419,1790362463.229659,20,210,0.058741,0.005082,0.029590,
static64-156,1790362458.734315,1790362458.737397,1790362458.784885,1790362466.299298,25,256,0.050570,0.003082,0.029468,
static64-157,1790362459.817555,1790362459.820639,1790362459.880648,1790362467.390585,15,256,0.063093,0.003084,0.029451,
static64-158,1790362460.028524,1790362460.032610,1790362460.093274,1790362467.601750,24,256,0.064751,0.004086,0.029445,
static64-159,1790362460.983119,1790362460.987200,1790362461.038182,1790362468.574339,18,256,0.055063,0.004081,0.029554,
static64-160,1790362462.344836,1790362462.347921,1790362462.404345,1790362470.127812,25,256,0.059509,0.003085,0.030288,
static64-161,1790362462.451893,1790362462.451915,1790362462.495959,1790362470.227521,21,256,0.044066,0.000021,0.030320,
static64-162,1790362462.574045,1790362462.576126,1790362462.618758,1790362470.360777,25,256,0.044713,0.002081,0.030361,
static64-163,1790362463.007775,1790362463.011497,1790362463.072800,1790362470.808966,34,256,0.065025,0.003722,0.030338,
static64-164,1790362463.074937,1790362463.079018,1790362463.135351,1790362470.868740,20,256,0.060414,0.004081,0.030327,
static64-165,1790362463.150620,1790362463.151700,1790362463.199712,1790362470.928128,23,256,0.049092,0.001079,0.030308,
static64-166,1790362463.859859,1790362463.859884,1790362463.908409,1790362468.260298,25,149,0.048551,0.000025,0.029405,
static64-167,1790362463.942527,1790362463.943609,1790362463.998494,1790362471.735240,17,256,0.055968,0.001082,0.030340,
static64-168,1790362464.473891,1790362464.474972,1790362464.524134,1790362472.267214,22,256,0.050243,0.001081,0.030365,
static64-169,1790362466.330718,1790362466.333800,1790362466.389823,1790362474.287529,40,256,0.059105,0.003082,0.030971,
static64-170,1790362467.038674,1790362467.039758,1790362467.096926,1790362475.005654,17,256,0.058252,0.001084,0.031015,
static64-171,1790362467.556202,1790362467.556222,1790362467.601791,1790362472.325793,15,153,0.045589,0.000020,0.031079,
static64-172,1790362467.882038,1790362467.886125,1790362467.928949,1790362475.846303,20,256,0.046911,0.004087,0.031048,
static64-173,1790362468.107026,1790362468.108607,1790362468.171727,1790362476.086494,20,256,0.064701,0.001581,0.031038,
static64-174,1790362468.345995,1790362468.346016,1790362468.377477,1790362474.187129,17,186,0.031482,0.000021,0.031404,
static64-175,1790362468.392692,1790362468.392713,1790362468.443768,1790362476.350128,16,256,0.051076,0.000022,0.031005,
static64-176,1790362468.454981,1790362468.455001,1790362468.508084,1790362476.408623,17,256,0.053103,0.000021,0.030983,
static64-177,1790362468.790199,1790362468.791284,1790362468.847637,1790362476.724394,13,256,0.057438,0.001085,0.030889,
static64-178,1790362469.467956,1790362469.469038,1790362469.521878,1790362477.304579,17,256,0.053922,0.001082,0.030520,
static64-179,1790362469.469368,1790362469.474460,1790362469.521881,1790362477.304589,21,256,0.052513,0.005092,0.030520,
static64-180,1790362470.943442,1790362470.946522,1790362470.991200,1790362478.594796,12,256,0.047758,0.003081,0.029818,
static64-181,1790362472.116393,1790362472.120477,1790362472.178099,1790362479.709165,15,256,0.061706,0.004084,0.029534,
static64-182,1790362472.376088,1790362472.377127,1790362472.418236,1790362475.755408,13,109,0.042148,0.001039,0.030900,
static64-183,1790362472.704572,1790362472.706654,1790362472.746519,1790362473.478433,14,24,0.041947,0.002082,0.031822,
static64-184,1790362472.753659,1790362472.753679,1790362472.806580,1790362480.281130,17,256,0.052920,0.000019,0.029312,
static64-185,1790362473.057981,1790362473.059061,1790362473.112956,1790362479.514619,16,218,0.054975,0.001080,0.029501,
static64-186,1790362473.122117,1790362473.126197,1790362473.179308,1790362480.605759,21,256,0.057191,0.004080,0.029123,
static64-187,1790362473.767803,1790362473.770891,1790362473.813203,1790362481.147800,16,256,0.045400,0.003088,0.028763,
static64-188,1790362473.796180,1790362473.797260,1790362473.848689,1790362481.174788,61,256,0.052509,0.001079,0.028730,
static64-189,1790362475.205308,1790362475.205329,1790362475.245539,1790362482.367501,17,256,0.040231,0.000021,0.027929,
static64-190,1790362477.928372,1790362477.930455,1790362477.973169,1790362484.946624,18,256,0.044797,0.002083,0.027347,
static64-191,1790362480.720685,1790362480.720708,1790362480.766802,1790362487.702192,17,256,0.046116,0.000022,0.027198,
static64-192,1790362481.004970,1790362481.004992,1790362481.036644,1790362484.946639,43,145,0.031674,0.000021,0.027153,
static64-193,1790362481.930282,1790362481.934364,1790362481.964205,1790362488.843914,22,253,0.033923,0.004082,0.027300,
static64-194,1790362482.875448,1790362482.875470,1790362482.925887,1790362489.891623,90,256,0.050439,0.000022,0.027317,
static64-195,1790362483.193837,1790362483.196919,1790362483.251795,1790362490.210518,27,256,0.057957,0.003081,0.027289,
static64-196,1790362483.691297,1790362483.693507,1790362483.746879,1790362490.682951,36,256,0.055582,0.002210,0.027200,
static64-197,1790362484.294801,1790362484.297889,1790362484.333991,1790362491.234224,26,256,0.039189,0.003087,0.027060,
static64-198,1790362487.683713,1790362487.683736,1790362487.730848,1790362494.529684,21,256,0.047135,0.000023,0.026662,
static64-199,1790362490.781746,1790362490.785845,1790362490.838460,1790362497.641110,19,256,0.056714,0.004099,0.026677,
static64-200,1790362491.270794,1790362491.271876,1790362491.312973,1790362498.124285,31,256,0.042179,0.001083,0.026711,
static64-201,1790362492.707127,1790362492.708217,1790362492.755960,1790362499.560236,51,256,0.048833,0.001090,0.026683,
static64-202,1790362494.217741,1790362494.220827,1790362494.253647,1790362498.521015,15,160,0.035907,0.003086,0.026839,
static64-203,1790362496.650609,1790362496.650630,1790362496.690706,1790362503.855209,15,256,0.040097,0.000021,0.028096,
static64-204,1790362500.378623,1790362500.381705,1790362500.419655,1790362507.356693,14,256,0.041031,0.003082,0.027204,
static64-205,1790362500.482334,1790362500.485482,1790362500.531572,1790362507.467192,23,256,0.049237,0.003148,0.027199,
static64-206,1790362500.484405,1790362500.485804,1790362500.531574,1790362502.300403,15,67,0.047169,0.001399,0.026800,
static64-207,1790362501.672529,1790362501.674614,1790362501.708179,1790362507.301399,27,206,0.035650,0.002085,0.027284,
static64-208,1790362503.323476,1790362503.327560,1790362503.368469,1790362510.327823,16,256,0.044992,0.004083,0.027292,
static64-209,1790362504.131036,1790362504.133121,1790362504.175126,1790362511.131675,17,256,0.044091,0.002085,0.027281,
static64-210,1790362504.205720,1790362504.205742,1790362504.259414,1790362511.210173,31,256,0.053694,0.000022,0.027258,
static64-211,1790362505.348384,1790362505.350468,1790362505.382588,1790362512.277293,18,256,0.034204,0.002084,0.027038,
static64-212,1790362506.454119,1790362506.458205,1790362506.489950,1790362513.334914,24,256,0.035832,0.004086,0.026843,
static64-213,1790362512.204118,1790362512.208201,1790362512.250284,1790362516.413322,22,147,0.046166,0.004083,0.028514,
static64-214,1790362512.606384,1790362512.609466,1790362512.642361,1790362520.115707,47,256,0.035978,0.003082,0.029307,
static64-215,1790362513.212257,1790362513.214339,1790362513.249982,1790362520.876565,38,256,0.037726,0.002082,0.029908,
static64-216,1790362513.228616,1790362513.230696,1790362513.278817,1790362517.478872,17,144,0.050201,0.002080,0.029371,
static64-217,1790362513.236050,1790362513.236069,1790362513.278820,1790362520.909840,21,256,0.042770,0.000020,0.029926,
static64-218,1790362513.363825,1790362513.365907,1790362513.420021,1790362521.061359,32,256,0.056197,0.002082,0.029966,
static64-219,1790362513.518473,1790362513.520552,1790362513.564284,1790362521.211483,60,256,0.045811,0.002079,0.029989,
static64-220,1790362513.568422,1790362513.572502,1790362513.624210,1790362521.276597,18,256,0.055788,0.004080,0.030009,
static64-221,1790362513.692722,1790362513.696801,1790362513.736984,1790362521.406368,52,256,0.044262,0.004079,0.030076,
static64-222,1790362513.786048,1790362513.790129,1790362513.826026,1790362521.500947,15,256,0.039979,0.004081,0.030098,
static64-223,1790362514.885262,1790362514.887343,1790362514.938035,1790362521.276613,13,211,0.052774,0.002082,0.030184,
static64-224,1790362515.188660,1790362515.190740,1790362515.228905,1790362523.007045,17,256,0.040245,0.002080,0.030503,
static64-225,1790362515.260922,1790362515.263004,1790362515.320096,1790362523.111091,11,256,0.059173,0.002082,0.030553,
static64-226,1790362516.190378,1790362516.190399,1790362516.233696,1790362521.500964,18,174,0.043318,0.000021,0.030447,
static64-227,1790362516.923540,1790362516.924619,1790362516.972309,1790362525.013990,26,256,0.048770,0.001080,0.031536,
static64-228,1790362518.454655,1790362518.457737,1790362518.515525,1790362526.782525,36,256,0.060870,0.003082,0.032420,
static64-229,1790362519.311762,1790362519.314843,1790362519.358395,1790362527.728561,19,256,0.046633,0.003082,0.032824,
static64-230,1790362519.779014,1790362519.784096,1790362519.843851,1790362528.212452,14,256,0.064837,0.005082,0.032818,
static64-231,1790362520.092490,1790362520.093570,1790362520.151859,1790362528.510294,22,256,0.059369,0.001080,0.032778,
static64-232,1790362520.333846,1790362520.335931,1790362520.401055,1790362524.438613,29,125,0.067209,0.002086,0.032561,
static64-233,1790362520.760656,1790362520.764739,1790362520.808627,1790362529.153323,14,256,0.047971,0.004082,0.032724,
static64-234,1790362521.223728,1790362521.223747,1790362521.276644,1790362529.604331,28,256,0.052916,0.000020,0.032658,
static64-235,1790362521.318505,1790362521.321586,1790362521.371047,1790362529.693200,12,256,0.052542,0.003081,0.032636,
static64-236,1790362521.368280,1790362521.368299,1790362521.406410,1790362529.723647,35,256,0.038129,0.000019,0.032617,
static64-237,1790362521.444377,1790362521.446461,1790362521.500994,1790362529.817861,31,256,0.056617,0.002084,0.032615,
static64-238,1790362521.486712,1790362521.487795,1790362521.538221,1790362529.848275,39,256,0.051508,0.001083,0.032588,
static64-239,1790362521.614395,1790362521.617476,1790362521.661021,1790362529.964457,45,256,0.046626,0.003081,0.032562,
static64-240,1790362521.973753,1790362521.977835,1790362522.025563,1790362530.316489,28,256,0.051810,0.004082,0.032513,
static64-241,1790362522.578949,1790362522.580033,1790362522.630854,1790362528.121664,13,164,0.051905,0.001083,0.033686,
static64-242,1790362522.686519,1790362522.689604,1790362522.735260,1790362531.008520,38,256,0.048742,0.003085,0.032444,
