request_id,t_arrival,t_admit,t_first_token,t_finish,prompt_tokens,gen_tokens,ttft_s,queue_s,tpot_s,error
pi-52,1790361705.820659,1790361705.824741,1790361705.866714,1790361712.807811,34,256,0.046055,0.004082,0.027220,
pi-53,1790361706.370916,1790361706.372997,1790361706.418563,1790361713.321867,27,256,0.047647,0.002081,0.027072,
pi-54,1790361706.550398,1790361706.553480,1790361706.587325,1790361709.457703,33,105,0.036927,0.003082,0.027600,
pi-55,1790361707.854453,1790361709.459786,1790361709.511627,1790361718.522009,19,256,1.657173,1.605332,0.035335,
pi-56,1790361708.853117,1790361719.658428,1790361719.672474,1790361726.305236,51,256,10.819357,10.805311,0.026011,
pi-57,1790361708.924205,1790361719.659250,1790361719.709277,1790361726.331164,35,256,10.785072,10.735045,0.025968,
pi-58,1790361711.349069,1790361727.659184,1790361727.673144,1790361734.538643,22,256,16.324075,16.310115,0.026924,
pi-59,1790361712.045758,1790361727.659984,1790361727.722698,1790361734.565640,15,256,15.676941,15.614227,0.026835,
pi-60,1790361716.910648,1790361727.660331,1790361727.722703,1790361734.565648,15,256,10.812054,10.749683,0.026835,
pi-61,1790361719.049277,1790361727.660639,1790361727.722705,1790361730.909522,15,120,8.673428,8.611362,0.026780,
pi-62,1790361719.349521,1790361729.656662,1790361729.706753,1790361734.849050,15,193,10.357233,10.307141,0.026783,
pi-63,1790361720.390959,1790361730.911607,1790361730.967632,1790361738.938010,17,234,10.576673,10.520648,0.034208,
pi-64,1790361722.397292,1790361744.657628,1790361744.675515,1790361756.525726,14,256,22.278223,22.260336,0.046471,
pi-65,1790361723.570535,1790361757.658345,1790361757.672183,1790361761.950607,17,93,34.101648,34.087810,0.046505,
pi-66,1790361723.867730,1790361767.657354,1790361767.671482,1790361779.319297,20,256,43.803752,43.789624,0.045678,
pi-67,1790361724.235831,1790361780.655343,1790361780.669220,1790361792.330889,42,256,56.433389,56.419512,0.045732,
pi-68,1790361725.407958,1790361803.658330,1790361803.674252,1790361815.285166,27,256,78.266294,78.250372,0.045533,
pi-69,1790361725.852865,1790361826.655559,1790361826.669132,1790361838.075253,20,256,100.816267,100.802694,0.044730,
pi-70,1790361727.082024,1790361849.658370,1790361849.672529,1790361861.175906,19,256,122.590505,122.576346,0.045111,
pi-71,1790361727.119882,1790361851.658055,1790361851.842506,1790361857.295643,13,126,124.722625,124.538173,0.043625,
pi-72,1790361727.182026,1790361851.658422,1790361851.842510,1790361863.302877,21,256,124.660484,124.476396,0.044943,
pi-73,1790361727.378647,1790361851.658772,1790361851.842512,1790361863.302890,26,256,124.463865,124.280124,0.044943,
pi-74,1790361728.074226,1790361851.659095,1790361851.842515,1790361863.302900,22,256,123.768289,123.584869,0.044943,
pi-75,1790361729.473696,1790361851.659404,1790361851.842517,1790361863.302909,18,256,122.368822,122.185709,0.044943,
pi-76,1790361729.482893,1790361851.659689,1790361851.842520,1790361863.302915,26,256,122.359626,122.176795,0.044943,
pi-77,1790361729.715957,1790361851.659995,1790361851.842522,1790361863.302923,15,256,122.126565,121.944038,0.044943,
pi-78,1790361729.723092,1790361851.660259,1790361851.842524,1790361863.302932,17,256,122.119432,121.937167,0.044943,
pi-79,1790361730.035537,1790361851.660523,1790361851.842526,1790361863.302939,23,256,121.806989,121.624985,0.044943,
pi-80,1790361730.088588,1790361851.660828,1790361851.842529,1790361863.302947,38,256,121.753941,121.572240,0.044943,
pi-81,1790361730.187698,1790361851.661148,1790361851.842530,1790361863.302954,13,256,121.654833,121.473450,0.044943,
pi-82,1790361731.646483,1790361851.661421,1790361851.842533,1790361863.302962,15,256,120.196050,120.014938,0.044943,
pi-83,1790361731.970096,1790361851.661701,1790361851.842535,1790361863.302971,19,256,119.872439,119.691605,0.044943,
pi-84,1790361732.171334,1790361851.661976,1790361851.842537,1790361863.302979,20,256,119.671203,119.490642,0.044943,
pi-85,1790361732.208014,1790361851.662240,1790361851.842540,1790361863.302986,55,256,119.634526,119.454226,0.044943,
pi-86,1790361732.782658,1790361851.662642,1790361851.842542,1790361863.302994,16,256,119.059884,118.879984,0.044943,
pi-87,1790361732.902267,1790361851.662981,1790361851.842544,1790361863.303002,21,256,118.940277,118.760714,0.044943,
pi-88,1790361733.267329,1790361851.663340,1790361851.842546,1790361863.303009,30,256,118.575218,118.396011,0.044943,
pi-89,1790361733.270460,1790361851.663657,1790361851.842549,1790361863.303016,14,256,118.572089,118.393197,0.044943,
pi-90,1790361733.706028,1790361851.663910,1790361851.842551,1790361863.303024,16,256,118.136523,117.957882,0.044943,
pi-91,1790361734.117754,1790361851.664185,1790361851.842553,1790361863.303031,18,256,117.724799,117.546431,0.044943,
pi-92,1790361734.621946,1790361851.664462,1790361851.842555,1790361863.303038,47,256,117.220609,117.042516,0.044943,
pi-93,1790361735.404714,1790361851.664828,1790361851.842557,1790361863.303046,16,256,116.437843,116.260113,0.044943,
pi-94,1790361736.857017,1790361851.665090,1790361851.842560,1790361863.303054,18,256,114.985543,114.808073,0.044943,
pi-95,1790361737.170309,1790361851.665351,1790361851.842562,1790361863.303061,15,256,114.672253,114.495042,0.044943,
pi-96,1790361737.331801,1790361851.665633,1790361851.842564,1790361857.436887,32,129,114.510763,114.333832,0.043706,
pi-97,1790361738.203128,1790361851.665937,1790361851.842566,1790361859.935954,14,185,113.639438,113.462809,0.043986,
pi-98,1790361738.213325,1790361851.666203,1790361851.842568,1790361863.303067,20,256,113.629243,113.452878,0.044943,
pi-99,1790361738.273717,1790361851.666623,1790361851.842571,1790361863.303075,28,256,113.568854,113.392906,0.044943,
pi-100,1790361738.303442,1790361851.666935,1790361851.842572,1790361856.947597,16,118,113.539130,113.363492,0.043633,
pi-101,1790361740.978231,1790361851.667215,1790361851.842575,1790361863.303081,18,256,110.864344,110.688984,0.044943,
pi-102,1790361741.092286,1790361851.667500,1790361851.842577,1790361863.303088,22,256,110.750291,110.575214,0.044943,
pi-103,1790361741.329496,1790361851.667765,1790361851.989210,1790361863.345437,38,256,110.659713,110.338268,0.044534,
pi-104,1790361742.026544,1790361851.668062,1790361851.989212,1790361861.997064,43,227,109.962667,109.641517,0.044283,
pi-105,1790361742.576624,1790361851.668378,1790361851.989214,1790361863.345449,23,256,109.412590,109.091754,0.044534,
pi-106,1790361743.082892,1790361851.668634,1790361851.989217,1790361863.345457,25,256,108.906324,108.585742,0.044534,
pi-107,1790361743.769585,1790361851.668875,1790361851.989218,1790361863.345464,25,256,108.219633,107.899290,0.044534,
pi-108,1790361745.155814,1790361851.669120,1790361851.989220,1790361863.345471,23,256,106.833407,106.513306,0.044534,
pi-109,1790361745.171017,1790361851.669441,1790361851.989224,1790361863.345479,18,256,106.818207,106.498423,0.044534,
pi-110,1790361745.853468,1790361851.669816,1790361851.989227,1790361860.745643,14,201,106.135759,105.816349,0.043782,
pi-111,1790361745.993361,1790361851.670146,1790361851.989229,1790361863.345486,18,256,105.995867,105.676785,0.044534,
pi-112,1790361746.117664,1790361851.670500,1790361851.989231,1790361863.345493,21,256,105.871567,105.552836,0.044534,
pi-113,1790361746.345374,1790361851.670769,1790361851.989233,1790361860.539936,38,197,105.643858,105.325395,0.043626,
pi-114,1790361747.015246,1790361851.671085,1790361851.989235,1790361863.345500,21,256,104.973988,104.655839,0.044534,
pi-115,1790361747.132260,1790361851.671402,1790361851.989237,1790361857.248867,33,124,104.856977,104.539142,0.042761,
pi-116,1790361747.265394,1790361851.671737,1790361851.989239,1790361863.345507,14,256,104.723845,104.406343,0.044534,
pi-117,1790361747.724184,1790361851.671996,1790361851.989241,1790361863.345515,28,256,104.265058,103.947812,0.044534,
pi-118,1790361748.476717,1790361851.672402,1790361851.989243,1790361863.345523,20,256,103.512526,103.195685,0.044534,
pi-119,1790361749.146322,1790361851.672653,1790361851.989245,1790361863.345530,17,256,102.842923,102.526330,0.044534,
pi-120,1790361749.736492,1790361851.672924,1790361851.989247,1790361863.345538,15,256,102.252755,101.936431,0.044534,
pi-121,1790361750.252965,1790361851.673193,1790361851.989249,1790361863.345546,21,256,101.736284,101.420227,0.044534,
pi-122,1790361752.516014,1790361851.673464,1790361851.989251,1790361863.345553,17,256,99.473237,99.157450,0.044535,
pi-123,1790361752.695994,1790361851.673727,1790361851.989253,1790361863.345560,31,256,99.293259,98.977733,0.044535,
pi-124,1790361753.653604,1790361851.674020,1790361851.989255,1790361863.345567,13,256,98.335652,98.020416,0.044535,
pi-125,1790361753.706195,1790361851.674282,1790361851.989258,1790361863.345574,18,256,98.283062,97.968087,0.044535,
pi-126,1790361754.747637,1790361851.674561,1790361851.989259,1790361863.345582,19,256,97.241622,96.926924,0.044535,
pi-127,1790361755.265673,1790361851.674833,1790361851.989261,1790361863.345588,36,256,96.723589,96.409161,0.044535,
pi-128,1790361755.961351,1790361851.675142,1790361851.989263,1790361863.345595,44,256,96.027912,95.713791,0.044535,
pi-129,1790361756.034146,1790361851.675489,1790361851.989265,1790361863.345602,27,256,95.955119,95.641342,0.044535,
pi-130,1790361756.539091,1790361851.675774,1790361851.989268,1790361863.345610,29,256,95.450177,95.136683,0.044535,
pi-131,1790361756.748245,1790361851.676048,1790361851.989270,1790361856.838596,14,115,95.241025,94.927803,0.042538,
pi-132,1790361756.776870,1790361851.676318,1790361851.989272,1790361863.345617,17,256,95.212401,94.899448,0.044535,
pi-133,1790361756.780988,1790361851.676836,1790361851.989274,1790361863.345624,63,256,95.208286,94.895848,0.044535,
pi-134,1790361757.323722,1790361856.838627,1790361856.947679,1790361868.587398,15,256,99.623957,99.514905,0.045646,
pi-135,1790361757.631379,1790361856.950760,1790361857.048766,1790361868.698453,25,256,99.417386,99.319381,0.045685,
pi-136,1790361757.865620,1790361857.248936,1790361857.358393,1790361858.109285,16,18,99.492772,99.383316,0.044170,
pi-137,1790361758.136435,1790361857.300873,1790361857.408463,1790361869.057344,16,256,99.272028,99.164438,0.045682,
pi-138,1790361758.440713,1790361857.441067,1790361857.552756,1790361869.200564,18,256,99.112043,99.000354,0.045678,
pi-139,1790361759.133564,1790361858.109311,1790361858.222248,1790361869.872605,15,256,99.088684,98.975747,0.045688,
pi-140,1790361759.407405,1790361859.939133,1790361860.053955,1790361871.736325,29,256,100.646550,100.531728,0.045813,
pi-141,1790361760.239688,1790361860.543087,1790361860.660320,1790361872.325162,25,256,100.420632,100.303399,0.045744,
pi-142,1790361761.370028,1790361860.748794,1790361860.864583,1790361861.650839,25,18,99.494555,99.378765,0.046250,
pi-143,1790361761.512264,1790361861.177134,1790361861.297078,1790361872.911457,32,256,99.784814,99.664870,0.045547,
pi-144,1790361762.340860,1790361861.652926,1790361861.774626,1790361873.309634,14,256,99.433766,99.312066,0.045235,
pi-145,1790361762.866759,1790361862.000242,1790361862.123755,1790361873.588848,59,256,99.256996,99.133482,0.044961,
pi-146,1790361763.431054,1790361863.304270,1790361863.500003,1790361874.706486,25,256,100.068949,99.873216,0.043947,
pi-147,1790361763.504486,1790361863.304641,1790361863.500006,1790361874.706499,31,256,99.995520,99.800155,0.043947,
pi-148,1790361764.450924,1790361863.304996,1790361863.500009,1790361874.706509,20,256,99.049085,98.854072,0.043947,
pi-149,1790361765.537087,1790361863.305292,1790361863.500011,1790361874.706519,23,256,97.962924,97.768205,0.043947,
pi-150,1790361765.693069,1790361863.305583,1790361863.500014,1790361874.706527,14,256,97.806945,97.612514,0.043947,
pi-151,1790361766.145423,1790361863.305851,1790361863.500016,1790361874.706537,18,256,97.354593,97.160428,0.043947,
pi-152,1790361766.360308,1790361863.306132,1790361863.500019,1790361874.706545,22,256,97.139710,96.945824,0.043947,
pi-153,1790361766.479502,1790361863.306416,1790361863.500021,1790361874.706554,27,256,97.020519,96.826914,0.043947,
pi-154,1790361766.523429,1790361863.306719,1790361863.500024,1790361874.706563,25,256,96.976594,96.783289,0.043947,
pi-155,1790361766.941416,1790361863.307009,1790361863.500026,1790361872.866313,20,210,96.558609,96.365592,0.044815,
pi-156,1790361768.688527,1790361863.307287,1790361863.500028,1790361874.706572,25,256,94.811501,94.618759,0.043947,
pi-157,1790361769.772071,1790361863.307568,1790361863.500031,1790361874.706582,15,256,93.727960,93.535497,0.043947,
pi-158,1790361769.983778,1790361863.307830,1790361863.500033,1790361874.706590,24,256,93.516255,93.324052,0.043947,
pi-159,1790361770.938550,1790361863.308099,1790361863.500035,1790361874.706598,18,256,92.561486,92.369550,0.043947,
pi-160,1790361772.299811,1790361863.308372,1790361863.500038,1790361874.706606,25,256,91.200227,91.008562,0.043947,
pi-161,1790361772.407020,1790361863.308657,1790361863.500040,1790361874.706614,21,256,91.093020,90.901637,0.043947,
pi-162,1790361772.528864,1790361863.308922,1790361863.500042,1790361874.706622,25,256,90.971179,90.780058,0.043947,
pi-163,1790361772.961959,1790361863.309207,1790361863.500045,1790361874.706630,34,256,90.538086,90.347248,0.043947,
pi-164,1790361773.029808,1790361863.309517,1790361863.500047,1790361874.706638,20,256,90.470239,90.279709,0.043947,
pi-165,1790361773.105598,1790361863.309780,1790361863.500050,1790361874.706646,23,256,90.394451,90.204182,0.043947,
pi-166,1790361773.814737,1790361863.310050,1790361863.500052,1790361870.101895,25,149,89.685315,89.495312,0.044607,
pi-167,1790361773.897207,1790361863.310353,1790361863.500055,1790361874.706654,17,256,89.602848,89.413145,0.043947,
pi-168,1790361774.428618,1790361863.310616,1790361863.500058,1790361874.706663,22,256,89.071440,88.881998,0.043947,
pi-169,1790361776.286406,1790361863.310881,1790361863.500060,1790361874.706670,40,256,87.213655,87.024476,0.043947,
pi-170,1790361776.994003,1790361863.311215,1790361863.500062,1790361874.706678,17,256,86.506059,86.317212,0.043948,
pi-171,1790361777.511312,1790361863.311491,1790361863.500065,1790361870.288776,15,153,85.988752,85.800179,0.044663,
pi-172,1790361777.837624,1790361863.311750,1790361863.500067,1790361874.706685,20,256,85.662443,85.474126,0.043948,
pi-173,1790361778.062180,1790361863.312071,1790361863.500069,1790361874.706693,20,256,85.437889,85.249891,0.043948,
pi-174,1790361778.300190,1790361863.348740,1790361863.658180,1790361871.828783,17,186,85.357990,85.048550,0.044165,
pi-175,1790361778.347706,1790361863.349024,1790361863.658182,1790361874.744861,16,256,85.310476,85.001318,0.043477,
pi-176,1790361778.410017,1790361863.349325,1790361863.658184,1790361874.744872,17,256,85.248167,84.939308,0.043477,
pi-177,1790361778.745757,1790361863.349604,1790361863.658186,1790361874.744883,13,256,84.912430,84.603848,0.043477,
pi-178,1790361779.423270,1790361863.349863,1790361863.658188,1790361874.744892,17,256,84.234918,83.926593,0.043477,
pi-179,1790361779.424392,1790361863.350135,1790361863.658190,1790361874.744900,21,256,84.233798,83.925743,0.043477,
pi-180,1790361780.898875,1790361863.350421,1790361863.658193,1790361874.744909,12,256,82.759318,82.451546,0.043477,
pi-181,1790361782.072004,1790361863.350682,1790361863.658195,1790361874.744917,15,256,81.586191,81.278678,0.043477,
pi-182,1790361782.331299,1790361863.350931,1790361863.658197,1790361868.317727,13,109,81.326898,81.019632,0.043144,
pi-183,1790361782.659480,1790361863.351183,1790361863.658199,1790361864.629326,14,24,80.998719,80.691703,0.042223,
pi-184,1790361782.709090,1790361863.351440,1790361863.658201,1790361874.744925,17,256,80.949111,80.642350,0.043477,
pi-185,1790361783.012880,1790361863.351722,1790361863.658203,1790361874.744934,16,256,80.645324,80.338843,0.043477,
pi-186,1790361783.077149,1790361863.351993,1790361863.658206,1790361874.744941,21,256,80.581057,80.274844,0.043477,
pi-187,1790361783.723040,1790361863.352293,1790361863.658207,1790361874.744950,16,256,79.935168,79.629253,0.043477,
pi-188,1790361783.750753,1790361863.352555,1790361863.658210,1790361874.744958,61,256,79.907457,79.601802,0.043477,
pi-189,1790361785.159415,1790361863.352950,1790361863.658212,1790361874.744968,17,256,78.498796,78.193535,0.043477,
pi-190,1790361787.882833,1790361863.353235,1790361863.658214,1790361874.744976,18,256,75.775380,75.470402,0.043477,
pi-191,1790361790.676397,1790361863.353504,1790361863.658216,1790361874.744985,17,256,72.981819,72.677107,0.043478,
pi-192,1790361790.959947,1790361863.353764,1790361863.658218,1790361870.010355,43,146,72.698271,72.393817,0.043808,
pi-193,1790361791.885260,1790361863.354114,1790361863.658220,1790361874.744992,22,256,71.772960,71.468855,0.043478,
pi-194,1790361792.829616,1790361863.354408,1790361863.658222,1790361874.745000,90,256,70.828606,70.524793,0.043478,
pi-195,1790361793.148546,1790361863.354877,1790361863.658224,1790361874.745009,27,256,70.509678,70.206330,0.043478,
pi-196,1790361793.646191,1790361863.355196,1790361863.658226,1790361874.745016,36,256,70.012035,69.709005,0.043478,
pi-197,1790361794.249410,1790361863.355527,1790361863.658228,1790361874.745023,26,256,69.408818,69.106118,0.043478,
pi-198,1790361797.638740,1790361863.355840,1790361863.658230,1790361874.745031,21,256,66.019490,65.717100,0.043478,
pi-199,1790361800.736711,1790361863.356129,1790361863.658232,1790361874.745038,19,256,62.921521,62.619418,0.043478,
pi-200,1790361801.225958,1790361864.658922,1790361864.733871,1790361875.696343,31,256,63.507913,63.432964,0.042990,
pi-201,1790361802.662358,1790361868.320858,1790361868.425233,1790361878.901720,51,256,65.762875,65.658499,0.041084,
pi-202,1790361804.173153,1790361868.588637,1790361868.698611,1790361879.126646,15,256,64.525458,64.415484,0.040894,
pi-203,1790361806.605375,1790361868.701692,1790361868.802933,1790361879.200980,15,256,62.197558,62.096318,0.040777,
pi-204,1790361810.333672,1790361869.061586,1790361869.167524,1790361879.492823,14,256,58.833852,58.727914,0.040491,
pi-205,1790361810.436766,1790361869.204812,1790361869.318819,1790361879.601740,23,256,58.882053,58.768046,0.040325,
pi-206,1790361810.438837,1790361874.709852,1790361874.792561,1790361877.302819,15,67,64.353724,64.271015,0.038034,
pi-207,1790361811.628275,1790361874.710248,1790361874.792563,1790361884.149349,27,256,63.164289,63.081973,0.036693,
pi-208,1790361813.277951,1790361874.710623,1790361874.792566,1790361884.149361,16,256,61.514615,61.432672,0.036693,
pi-209,1790361814.085889,1790361874.710916,1790361874.792568,1790361884.149371,17,256,60.706679,60.625027,0.036693,
pi-210,1790361814.160469,1790361874.747145,1790361874.909144,1790361884.184424,31,256,60.748675,60.586676,0.036374,
pi-211,1790361815.303526,1790361874.747473,1790361874.909147,1790361884.184437,18,256,59.605620,59.443946,0.036374,
pi-212,1790361816.408560,1790361874.747778,1790361874.909149,1790361884.184446,24,256,58.500589,58.339217,0.036374,
pi-213,1790361822.159817,1790361874.748094,1790361874.909151,1790361884.184454,22,256,52.749334,52.588277,0.036374,
pi-214,1790361822.561017,1790361874.748398,1790361874.909153,1790361884.184462,47,256,52.348136,52.187381,0.036374,
pi-215,1790361823.167471,1790361874.748732,1790361874.909155,1790361884.184470,38,256,51.741684,51.581261,0.036374,
pi-216,1790361823.182886,1790361874.749063,1790361874.909157,1790361880.191832,17,144,51.726272,51.566177,0.036942,
pi-217,1790361823.191105,1790361874.749368,1790361874.909160,1790361884.184479,21,256,51.718054,51.558262,0.036374,
pi-218,1790361823.318490,1790361874.749643,1790361874.909162,1790361884.184487,32,256,51.590672,51.431154,0.036374,
pi-219,1790361823.473349,1790361874.749950,1790361874.909164,1790361884.184496,60,256,51.435815,51.276600,0.036374,
pi-220,1790361823.523418,1790361874.750361,1790361874.909166,1790361884.184505,18,256,51.385748,51.226944,0.036374,
pi-221,1790361823.647726,1790361874.750645,1790361874.909168,1790361884.184512,52,256,51.261443,51.102919,0.036374,
pi-222,1790361823.740690,1790361874.751008,1790361874.909171,1790361884.184520,15,256,51.168481,51.010319,0.036374,
pi-223,1790361824.840951,1790361874.751302,1790361874.909173,1790361882.581494,13,211,50.068221,49.910350,0.036535,
pi-224,1790361825.143526,1790361874.751564,1790361874.909175,1790361884.184528,17,256,49.765648,49.608037,0.036374,
pi-225,1790361825.215969,1790361874.751829,1790361874.909177,1790361884.184535,11,256,49.693208,49.535860,0.036374,
pi-226,1790361826.145156,1790361874.752158,1790361874.909179,1790361881.280154,18,174,48.764023,48.607002,0.036826,
pi-227,1790361826.878825,1790361874.752423,1790361874.909181,1790361884.184542,26,256,48.030356,47.873599,0.036374,
pi-228,1790361828.408878,1790361874.752736,1790361874.909183,1790361884.184550,36,256,46.500305,46.343858,0.036374,
pi-229,1790361829.266656,1790361874.753068,1790361874.909185,1790361884.184557,19,256,45.642529,45.486412,0.036374,
pi-230,1790361829.733917,1790361874.753361,1790361874.909187,1790361884.184565,14,256,45.175270,45.019444,0.036374,
pi-231,1790361830.048211,1790361874.753626,1790361874.909189,1790361884.184572,22,256,44.860979,44.705415,0.036374,
pi-232,1790361830.289585,1790361879.202164,1790361879.274424,1790361883.724051,29,125,48.984839,48.912579,0.035884,
pi-233,1790361830.715979,1790361879.493973,1790361879.566761,1790361888.605068,14,256,48.850782,48.777994,0.035444,
pi-234,1790361831.178604,1790361879.606897,1790361879.680511,1790361888.707834,28,256,48.501907,48.428293,0.035401,
pi-235,1790361831.273248,1790361884.152510,1790361884.217476,1790361892.831774,12,256,52.944228,52.879262,0.033782,
pi-236,1790361831.322957,1790361884.188664,1790361884.363915,1790361892.862205,35,256,53.040958,52.865708,0.033327,
pi-237,1790361831.399117,1790361884.189019,1790361884.363918,1790361892.862216,31,256,52.964802,52.789903,0.033327,
pi-238,1790361831.441059,1790361884.189375,1790361884.363921,1790361892.862225,39,256,52.922862,52.748316,0.033327,
pi-239,1790361831.569453,1790361884.189737,1790361884.363924,1790361892.862233,45,256,52.794471,52.620284,0.033327,
pi-240,1790361831.929132,1790361884.190070,1790361884.363926,1790361892.862240,28,256,52.434794,52.260938,0.033327,
pi-241,1790361832.533534,1790361884.190389,1790361884.363928,1790361889.909010,13,164,51.830394,51.656855,0.034019,
pi-242,1790361832.641626,1790361884.190667,1790361884.363931,1790361892.862248,38,256,51.722305,51.549041,0.033327,
